SITE;ZONE;REF;LINHA;LAST USER MODIFIED STATUS;:ABL STATUS DESCRIPTION;ABL %;:SFLEX;:FLEXSTAT;:NUMA1;:PCLINUM;Fluxograma;:DESIGN;:PDATDRWG;:HOLD;:NOTE1;:NOTE2;:NOTE3;:NOTE4;:NOTE5;:NOTE6;:NOTE7;REV ATUAL;:DESIGNED
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/38485;/3123.SIL.0001-24-GNL-15H20;Not Controlled;Not Controlled;Not Controlled;--;--;A1-XXX-YYY-ZZZ;;D714-0011XXYX;XXX;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/9796;/3123.TDC.0001-1/2-LCR-30H41;gabriel.souza;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5966;3123.T.ISO.0884;3123.P.FLX.0001_2/5 ;GOS;04/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35749;/3123-CAP-0004-T-3-15H28-DRAIN;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5922;3123.T.ISO.0840;3123.P.FLX.0001_3/5;FL;26/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35759;/3123-CAP-0005-T-3-15H28-DRAIN;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5923;3123.T.ISO.0841;3123.P.FLX.0001_4/5;FL;26/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/8624;/3123-CAP-0007-T-3-15H28-DRAIN-CANCELADO;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5937;3123.T.ISO.0855;3123.P.FLX.0001_4/5 ;FL;06/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/38292;/3123.CAP.0003-3-15H28-DRAIN;Not Controlled;Not Controlled;Not Controlled;--;--;A1-XXX-YYY-ZZZ;unset;3123.P.FLX.0001_4/5 ;RDHM;11/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35616;/3123-FTR-0001A-T-1/2-30H21-DRAIN-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-5918;3123.T.ISO.0836;3123.P.FLX.0001_4/5;FL;08/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35623;/3123-FTR-0001B-T-1/2-30H21-DRAIN-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-5919;3123.T.ISO.0837;3123.P.FLX.0001_4/5;FL;08/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35624;/3123-FTR-0002A-T-1/2-30H21-DRAIN-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-5920;3123.T.ISO.0838;3123.P.FLX.0001_4/5;FL;08/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/35625;/3123-FTR-0002B-T-1/2-30H21-DRAIN-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-5921;3123.T.ISO.0839;3123.P.FLX.0001_4/5;FL;08/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134266375/4391;/3120-LC-5003-1/2-15H20;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3643;3120.T.ISO.0462;3120.P.FLX.0001_10/15;LCN;27/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134266375/4382;/3120-LC-5003-3-15H20;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3644;3120.T.ISO.0463;3120.P.FLX.0001_10/15;LCN;27/11/20;unset;unset;unset;unset;unset;unset;unset;OK - SEM PENDENCIA;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134266375/4374;/3120-AE-5004-3-15H20;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3645;3120.T.ISO.0464;3120.P.FLX.0001_10/15;LCN;27/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134266375/4366;/3120-AE-5002-3-15H20;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3646;3120.T.ISO.0465;3120.P.FLX.0001_10/15;LCN;27/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134274567/3546;/3123.TCV.0001-INST-LT-1053;Not Controlled;Not Controlled;Not Controlled;--;--;A1-XXX-YYY-ZZZ;;D714-0011XXYX;XXX;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134249991/12762;/3123.TCV.0001-16-30H41-SUPORTE;wander.braganca;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4283;3123.T.ISO.0806;D714-0011XXYX;GOS;22/06/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28159;/3123-LCR-0036-T-1-30H41;aplus.cornetet;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3750;3123.T.ISO.0273;3123.P.FLX.0001_1/5;APL;27/10/20;unset;unset;3123-PSV-1-1002;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28164;/3123-LWH-0033-T-1-15H22;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3771;3123.T.ISO.0294;3123.P.FLX.0001_1/5;LCN;31/08/20;unset;unset;unset;unset;unset;unset;COTOVELO 90 GR. DN 1/2" NPT;COM PENDENCIAS OUTROS;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28170;/3123-LCR-0029-T-1/2-30H41;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3852;3123.T.ISO.0375;3123.P.FLX.0001_2/5 ;FL;07/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28171;/3123-LCR-0030-T-1-30H41;almerindo.filho;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3853;3123.T.ISO.0376;3123.P.FLX.0001_2/5;ADF;05/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28172;/3123-WFC-0007-T-1-30H41;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3885;3123.T.ISO.0408;3123.P.FLX.0001_2/5;LCN;18/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28173;/3123-WHC-0003-T-1-30H41;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3891;3123.T.ISO.0414;3123.P.FLX.0001_2/5;LCN;18/08/20;unset;unset;unset;unset;unset;unset;unset;OK - SEM PENDENCIA;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28174;/3123-WHC-0039-T-1-30H21;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3917;3123.T.ISO.0440;3123.P.FLX.0001_2/5;LCN;17/09/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28175;/3123-WHC-0040-T-1/2-30H41;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3918;3123.T.ISO.0441;3123.P.FLX.0001_2/5;GOS;25/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28176;/3123-WHC-0041-T-1/2-30H41;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3919;3123.T.ISO.0442;3123.P.FLX.0001_2/5;GOS;25/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28179;/3123-APM-0008-CANCELADA;manoel.messias;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3941;3123.T.ISO.0464;3123.P.FLX.0001_4/5;JCNS;22/05/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28180;/3123-LBT-0044-T-1/2-30H25;manoel.messias;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3976;3123.T.ISO.0499;3123.P.FLX.0001_4/5 ;FL;07/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28181;/3123-LBT-0045-T-1/2-30H25;manoel.messias;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3977;3123.T.ISO.0500;3123.P.FLX.0001_4/5 ;FL;07/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28182;/3123-LBT-0046-T-1/2-30H25;manoel.messias;Existing pipe;100;--;--;BLP-2121-120-M-ISO-3978;3123.T.ISO.0501;3123.P.FLX.0001_4/5 ;FL;07/10/20;unset;unset;3123-AV-3147;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28184;/3123-LBT-0048-T-1-30H25;almerindo.filho;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3980;3123.T.ISO.0503;3123.P.FLX.0001_4/5;ADF;24/09/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28185;/3123-LBT-0049-T-2-30H25;almerindo.filho;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3981;3123.T.ISO.0504;3123.P.FLX.0001_4/5;ADF;17/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28189;/3123-LBT-0002-T-1/2-30H25;almerindo.filho;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4116;3123.T.ISO.0639;3123.P.FLX.0001_5/5;ADF;26/10/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28190;/3123-LBT-0050-T-3-30H25;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4134;3123.T.ISO.0657;3123.P.FLX.0001_5/5;RDHM;18/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28191;/3123-SLF-0003-T-3-15B41-CC;manoel.messias;P5 - Concluded pipe;100;S028A;--;BLP-2121-120-M-ISO-4137;3123.T.ISO.0660;3123.P.FLX.0001_5/5;ADF;23/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28193;/3123-APM-0006-T-3-30H21;manoel.messias;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4176;3123.T.ISO.0699;3124.P.FLX.0001_2/5 ;MM;05/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134274567/1336;/3123.CAP.0001-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5912;3123.T.ISO.0830;3123.P.FLX.0001_5/5
;RDHM;07/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134274567/1342;/3123.CAP.0002-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5913;3123.T.ISO.0831;D714-0011XXYX;RDHM;07/08/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5366;/3120.CAP.0002-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3628;3120.T.ISO.0447;3124.P.FLX.0001_5/5;RDHM;07/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5378;/3120.CAP.0004-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3630;3120.T.ISO.0449;3124.P.FLX.0001_5/5;RDHM;07/08/20;unset;unset;unset;unset;unset;unset;unset;;2;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5390;/3120.CAP.0006-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3632;3120.T.ISO.0451;3124.P.FLX.0001_5/5;RDHM;07/08/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5372;/3120.CAP.0003-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3629;3120.T.ISO.0448;D714-0011XXYX;RDHM;07/08/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5384;/3120.CAP.0005-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3631;3120.T.ISO.0450;D714-0011XXYX;RDHM;07/08/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134258183/5396;/3120.CAP.0007-3-15H28-DRAIN;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3633;3120.T.ISO.0452;D714-0011XXYX;RDHM;07/08/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134274567/1346;/3123-WHC-0003-T-3-15H28-DRAIN-CANCELADO;ruben.munoz;Existing pipe;100;--;--;BLP-2121-120-M-ISO-4265;3123.T.ISO.0788;D714-0011XXYX;RDHM;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134249991/12237;/3123-LBT-0057-T-2-30H25;wilson.novaes;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4251;3123.T.ISO.0774;3123.P.FLX.0001_5/5;WSN;04/07/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134241799/28194;/3123-WHC-0006-T-1-30H41;luis.nascimento;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4177;3123.T.ISO.0700;3120.P.FLX.0001_9/15;LCN;13/11/20;unset;unset;unset;unset;unset;unset;unset;OK - SEM PENDENCIA;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134307335/108;/3123.THB.0001-8-30B40-SUPORTE;wander.braganca;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4284;3123.T.ISO.0807;3123.P.FLX.0004;GOS;22/06/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_DRENOS-VENTS-INSTR;=134249991/16678;/3123-PG-2444-1/2-30H21;ruben.munoz;P5 - Concluded pipe;100;S037A;--;A1-XXX-YYY-ZZZ;unset;3123.P.FLX.0001_2/5;RDHM;22/05/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134258183/6659;/3123-API-1011-T-1-15H28-DELETAR;wilson.novaes;P1 - Preliminary model;20;--;--;A1-XXX-YYY-ZZZ;unset;D714-0011XXYX;WSN;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10595;/3123-API-1006-T-1-15H28-DELETAR;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;;3120.P.FLX.0019;JCNS;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10594;/3123-API-1005-T-1-15H28;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;;3120.P.FLX.0019;JCNS;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10593;/3123-API-1004-T-1-15H28-DELETAR;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;;3120.P.FLX.0019;JCNS;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10592;/3123-API-1003-T-1.1/2-15H28_DELETAR;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;;3120.P.FLX.0019;JCNS;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10591;/3123-API-1002-T-1-15H28;wilson.novaes;P1 - Preliminary model;20;--;--;A1-XXX-YYY-ZZZ;unset;3120.P.FLX.0019;WSN;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/10589;/3123-API-1000-T-1.1/2-15H28;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;;3120.P.FLX.0019;JCNS;XX/XX/03;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134241799/1030;/3123-API-0002-T-1/2-15H28;gabriel.souza;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3706;3123.T.ISO.0229;3123.P.FLX.0001_1/5;GOS;26/11/20;unset;unset;unset;unset;unset;unset;PENDENTE INTERLIGAÇÃO 3123-LI-1017;COM PENDENCIAS OUTROS;0;
/024-071_PIPE_COOKING_2A;/024-071_API;=134249991/19600;/3123-API-0001-T-1/2-15H28-C;gabriel.souza;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5968;3123.T.ISO.0886;3123.P.FLX.0001_1/5;GOS;09/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134249991/10617;/3123-APM-1021-T-1-15H28;amitula.silva;P1 - Preliminary model;20;--;--;XXX-2121-000-X-ISO-0000;0000.X.ISO.0000;3120.P.FLX.0020;AAS;XX/XX/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134249991/10611;/3123-APM-1015-T-3-15H28-DELETAR;rudnei.paim;P0 - Created Pipe (empty);5;--;--;A1-XXX-YYY-ZZZ;unset;3120.P.FLX.0020;JCNS;XX/XX/03;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/1239;/3123-APM-0004-T-3-30H41;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3940;3123.T.ISO.0463;3123.P.FLX.0001_4/5;RDHM;11/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/1238;/3123-APM-0003-T-3-30H21;manoel.messias;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3939;3123.T.ISO.0462;3123.P.FLX.0001_4/5;MM;05/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/1237;/3123-APM-0002-T-1-30H21;manoel.messias;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3938;3123.T.ISO.0461;3123.P.FLX.0001_4/5;MM;05/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/37053;/3123-APM-0001-T-3-15H28-C;manoel.messias;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5953;3123.T.ISO.0871;3123.P.FLX.0001_4/5 ;MM;05/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/1128;/3123-APM-0005-T-3-30H21;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3813;3123.T.ISO.0336;3124.P.FLX.0001_2/5 ;RDHM;11/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134241799/998;/3123-APM-0007-T-3-30H41;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3814;3123.T.ISO.0337;3123.P.FLX.0001_2/5;RDHM;09/11/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_APM;=134274567/4021;/3123-APM-0008-T-3-30H21;manoel.messias;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3941;3123.T.ISO.0464;3123.P.FLX.0001_4/5;MM;05/11/20;unset;unset;unset;unset;unset;unset;unset;OK - SEM PENDENCIA;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134258183/9404;/3123-CPA-0010-T-2-15H28;gabriel.souza;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5951;3123.T.ISO.0869;3123.P.FLX.0001_5/5;GOS;01/12/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134290951/1549;/3123-CPA-0008-T-2-15H28;ruben.munoz;P5 - Concluded pipe;100;--;F4;BLP-2121-120-M-ISO-5917;3123.T.ISO.0835;3120.P.FLX.0001_5/15 ;RDHM;26/08/20;unset;unset;unset;PC-4019;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134249991/19869;/3131-WHC-0003-T-2-15H28;ruben.munoz;P4 - Certified support model. Release for certified BOM;95;--;F4;BLP-2121-120-M-ISO-5917;3123.T.ISO.0835;3120.P.FLX.0001_5/15 ;LD;20/11/20;unset;unset;unset;PC-4019;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1399;/3123-CPA-0007-T-16-15H28;ruben.munoz;P5 - Concluded pipe;100;S008A;F4;BLP-2121-120-M-ISO-4115;3123.T.ISO.0638;3120.P.FLX.0001_5/15 ;RDHM;26/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1398;/3123-CPA-0006-T-1/2-15H28;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4114;3123.T.ISO.0637;3123.P.FLX.0001_5/5;RDHM;28/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1397;/3123-CPA-0005-T-16-15H28;ruben.munoz;P5 - Concluded pipe;100;S008A;F4;BLP-2121-120-M-ISO-4113;3123.T.ISO.0636;3123.P.FLX.0001_5/5;RDHM;24/09/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1396;/3123-CPA-0004-T-2-15H28;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4112;3123.T.ISO.0635;3123.P.FLX.0001_5/5;RDHM;18/08/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1395;/3123-CPA-0003-T-1-15H28;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4111;3123.T.ISO.0634;3123.P.FLX.0001_5/5;RDHM;21/09/20;unset;unset;unset;unset;unset;unset;unset;;1;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1394;/3123-CPA-0002-T-16-15H28;ruben.munoz;P5 - Concluded pipe;100;S008A;--;BLP-2121-120-M-ISO-4110;3123.T.ISO.0633;3123.P.FLX.0001_5/5 ;RDHM;07/10/20;unset;unset;unset;;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/1393;/3123-CPA-0001-T-2-15H28;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-4109;3123.T.ISO.0632;3123.P.FLX.0001_5/5;RDHM;17/08/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134241799/35256;/3123-CPA-0081-T-2-15H28;ruben.munoz;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5924;3123.T.ISO.0842;3123.P.FLX.0001_5/5 ;RDHM;21/09/20;;;;;;;;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPA;=134258183/9158;/3123-CPA-0009-T-2-15H28;almerindo.filho;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-5934;3123.T.ISO.0852;3123.P.FLX.0001_5/5;ADF;21/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPX;=134241799/1247;/3123-CPX-0015-T-2-30H21;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3949;3123.T.ISO.0472;3123.P.FLX.0001_4/5 ;FL;20/10/20;unset;unset;unset;unset;unset;unset;unset;;0;
/024-071_PIPE_COOKING_2A;/024-071_CPX;=134241799/1246;/3123-CPX-0013-T-2-30H21;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3948;3123.T.ISO.0471;3123.P.FLX.0001_4/5;FL;10/06/20;unset;unset;unset;unset;unset;unset;unset;;2;
/024-071_PIPE_COOKING_2A;/024-071_CPX;=134241799/1245;/3123-CPX-0011-T-1/2-30H21;felipe.lucchesi;P5 - Concluded pipe;100;--;--;BLP-2121-120-M-ISO-3947;3123.T.ISO.0470;3123.P.FLX.0001_4/5;FL;04/07/20;unset;unset;unset;unset;unset;unset;unset;;2;
/024-071_PIPE_COOKING_2A;/024-071_CPX;=134274567/2972;/3123-CPX-0011-T-3-30H21-B-CANCELADO;felipe.lucchesi;Existing pipe;100;--;--;BLP-2121-120-M-ISO-4277;3123.T.ISO.0800;3123.P.FLX.0001_4/5;FL;28/07/20;unset;unset;unset;unset;unset;unset;unset;;0;
